"","addr.city","addr.country","addr.housenumber","addr.postcode","addr.street","caravans","email","name","opening_hours","phone","tents","tourism","dog","dryer","fax","phone.mobile","power_supply","washing_machine","website","wheelchair","created_by","scout","amenity","fixme","leisure","openfire","operator","description","postal_code","source","sport","access","internet_access","contact.email","contact.fax","contact.phone","contact.website","addr.suburb","cabins","stars","note","url","internet_access.fee","maxtents","designation","addr.housename","kitchen","group_only","wifi","lat","lon"
"1356997490",NA,NA,NA,NA,NA,NA,NA,"Zeltplatz KJR Eschelbach",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5803635,11.5799339
"1431666100",NA,NA,NA,NA,NA,"yes","info@camping-bannwaldsee.de","Camping Bannwaldsee",NA,"+49 8362 93000","yes","camp_site","yes",NA,"+49 8362 930020",NA,"yes",NA,"http://www.camping-bannwaldsee.de","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wlan",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5921853,10.7728762
"1450888597",NA,NA,NA,NA,NA,NA,"belegung@pfadfinderzeltplatz.de","Pfadfinder Zeltplatz",NA,"(0 97 26) 39 50",NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permissive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.pfadfinderzeltplatz.de/",NA,NA,NA,NA,NA,NA,NA,50.0652816,10.1290615
"1490956810",NA,NA,NA,NA,NA,NA,NA,"Pfetzendorfer Weiher",NA,NA,"yes","camp_site",NA,NA,NA,NA,NA,NA,NA,"limited",NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3225381,10.369212
"1563657823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6410586,11.161467
"1566945600",NA,NA,NA,NA,NA,NA,NA,"Zeltplatz Obertheres",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,50.0166358,10.447917
"1589576833",NA,NA,NA,NA,NA,"no",NA,"DKV Zeltplatz Donauwörth",NA,"+491639279889","yes","camp_site",NA,NA,NA,NA,NA,NA,"kanuclub-donauwoerth.de",NA,NA,NA,NA,NA,NA,"yes","Kanu-Club-Donauwörth e.V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,48.724082,10.7694746
"1594344538","Röthenbach","DE","24","90552","Friedrich-von-Fürer-Straße",NA,NA,"Camping Haimendorf",NA,"+49 9120 9226",NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.474186,11.2977264
"1610271364",NA,NA,NA,NA,NA,NA,NA,"Pfadfinder Schweinheim",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9288253,9.1937404
"1619245824",NA,NA,NA,NA,NA,NA,NA,"Camplingplatz Erlenweiher",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8582471,12.1014122
"1619245835",NA,NA,NA,NA,NA,NA,NA,"Camplingplatz Erlenweiher",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.857324,12.1030048
"1620745448",NA,NA,NA,NA,NA,NA,NA,"Zeltplatz Gailbach",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9415787,9.2267689
"1628385470","Bayerbach","DE","11","94137","Huckenham","yes","info@vitalcamping-bayerbach.de","Vital Camping",NA,"+49 8532 9278070",NA,"camp_site",NA,NA,NA,NA,"yes",NA,"http://www.vitalcamping-bayerbach.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.41467,13.1305532
"1655205705",NA,NA,NA,NA,NA,NA,NA,"Schätzlerbad",NA,"+49 961 5261",NA,"camp_site",NA,NA,NA,NA,NA,NA,"http://www.schaetzlerbad.de/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nur Dauerstellplätze",NA,NA,NA,NA,NA,NA,NA,NA,49.7083373,12.1425365
"1664020708","Petting-Kühnhausen","DE","11","83367","Strandbadstraße","yes","stadlerflo@web.de","Camping-Stadler",NA,"08686 / 8037","yes","camp_site",NA,NA,NA,"+49 160 1504550","yes",NA,"http://www.camping-stadler.de",NA,NA,NA,NA,NA,NA,NA,NA,"campsite also caravan and room 4 rent",NA,NA,NA,NA,"wlan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.928233,12.8027472
"1691543261",NA,NA,NA,NA,NA,NA,NA,"Zeltplatz",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8949417,11.8573645
"1704327023","Neualbenreuth","DE","2","95698","Platzermühle","yes",NA,"Campingplatz Platzermühle",NA,"+49 9638 912200","yes","camp_site",NA,NA,"+49 9638 912208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9705422,12.4447932
"1728447039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.057815,11.905174
"1746995758",NA,NA,NA,NA,NA,NA,NA,"Jugendzeltplatz Weidmannsgesees",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7821091,11.3852481
"1798166134",NA,NA,NA,NA,NA,NA,NA,"Pfadfinderzentrum Neumarkt i.d.OPf.",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2728883,11.4846052
"1823205686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.0464865,11.1794689
"1835626389","Bayrisch Eisenstein","DE","6","94252","Arberseestraße","yes","info@camping-heiner.de","Camping Heiner",NA,"+49 9925 247","yes","camp_site",NA,NA,NA,NA,NA,NA,"http://www.camping-heiner.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0786222,13.2074159
"1843490833",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no","camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6897525,12.7992994
"1850345014",NA,NA,NA,NA,NA,"yes",NA,"Camping Mörslingen",NA,NA,"yes","camp_site",NA,NA,NA,NA,NA,NA,"http://www.camping-moerslingen.de/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,48.6222166,10.5166794
"1850361567","Schönwald","DE","4","95173","Grünhaid","yes","gruenhaid@aol.com","Campingplatz Schönwald",NA,"+49 9287 50364","yes","camp_site","yes","yes","+49 9287 954416",NA,"yes","yes","www.campingplatzschoenwald.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2096906,12.0968738
"1850380585","Mitterteich","DE","32","95666","Großbüchlberg","yes","camping@freizeithugl.de","Campingplatz Großbüchlberg","07:00-12:00, 14:00-22:00","+49  96 33 400673","yes","camp_site",NA,NA,"+49  96 33 400677",NA,"yes",NA,"http://www.freizeithugl.de/Camping/home_c.htm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9724426,12.2260864
"1852710423","Oberstdorf","DE","34","87561","Rubinger Straße","yes","info@rubi-camp.de","Campingplatz Rubi-Camp",NA,"+49 8322 959202","yes","camp_site",NA,NA,"+49 8322 959203",NA,"yes",NA,"http://www.rubi-camp.de/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wlan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4233495,10.2786691
"1862845750",NA,NA,NA,NA,NA,NA,NA,"Jugendfreizeitgelände Lindenbichl",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,"http://www.jugendwerk-weilheim.de/?action=page&id=43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6925808,11.1653382
"1872635571",NA,NA,NA,NA,NA,NA,NA,"Zeltplatz Schimborn",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verwaltung Markt Mömbris",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.050829,9.202713
"1877548359",NA,NA,NA,NA,NA,NA,NA,"Sippachsmühle",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1949721,9.7946832
"1877717473","Petting","DE","2","83367","Hainz am See","yes","ferienpark@hainzamsee.de","Camping ""Ferienpark Hainz am See""",NA,"+49 (0)8686 287","yes","camp_site",NA,"yes",NA,NA,"yes","yes","http://www.hainzamsee.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wlan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autofreier Ferienplatz am Waginger See",NA,NA,NA,NA,47.9211165,12.7937608
"1903636373","Klingenberg/Röllfeld","DE","24","63911","Ringstraße","yes","hallo@campingplatz-mainwiese.de","Campingplatz Mainwiese",NA,"+49 9372 947601","yes","camp_site","yes","yes","+49 9372 947648","+49 160 92375897","yes","yes","http://www.campingplatz-mainwiese.de/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7597093,9.1799228
"1913702001",NA,NA,NA,NA,NA,NA,NA,"Zeltplatz Totnansberg",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3209066,9.9404459
"2031516882",NA,NA,NA,NA,NA,NA,NA,"Campingplatz Demmelhof",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,"http://www.campingplatz-demmelhof.de/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7507949,11.500286
"2041932270","Roding",NA,NA,"93426","Am Esper",NA,NA,"Zeltplatz Roding",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1989718,12.5137558
"2130876725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6483914,13.5519225
"2282928067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6981503,11.1607143
"2298279273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3218786,12.3672821
"2357814409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0725815,11.8589842
"2363447033",NA,NA,NA,NA,NA,NA,NA,"Donauparkplatz",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6387645,13.1794341
"2371153034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6507509,10.7375466
"2400609593",NA,NA,NA,NA,NA,NA,NA,"Campingplatz Waldbadeweiher",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9116515,12.1445534
"2424053900",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2122905,12.9489988
"2438786070",NA,NA,NA,NA,NA,NA,NA,"Campingplatz Vilshofen",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,"http://www.vilshofen.de/index.php?option=com_content&task=view&id=173&Itemid=238&lang=english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6390994,13.1857082
"2446254268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1082028,11.8771007
"2453193521","Offenberg",NA,"1","94560","Kleinschwarzach",NA,NA,"Schreiber Wilhelm",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Willi´s Saustall",NA,NA,NA,48.8454592,12.862123
"2558587474","Hirschau",NA,"9","92242","Krickelsdorf",NA,"info@sonnenhof-regler.de","Sonnenhof Regler",NA,"+499622704755",NA,"camp_site",NA,NA,"+499622704754",NA,NA,NA,"www.sonnenhof-regler.de",NA,NA,NA,NA,NA,NA,NA,"Familie Regler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5609767,11.8882107
"2586327577",NA,NA,NA,NA,NA,NA,NA,"Jugendzeltlagerplatz am Michelsberg",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,"http://www.kjr-dillingen.de/verleih/zeltplatz/index.html",NA,NA,NA,NA,NA,NA,NA,"Kreisjugendring Dillingen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7371058,10.5600231
"2635399382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2122059,10.1782751
"2705673945",NA,NA,NA,NA,NA,NA,NA,"(Privat)",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.790078,13.3846897
"2755172757",NA,NA,NA,NA,NA,NA,NA,"Camping Gutshof Donauried",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4872268,10.2572811
"2812576002",NA,NA,NA,NA,NA,NA,NA,"The Tent",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1680324,11.5021283
"2826432159",NA,NA,NA,NA,NA,NA,NA,"Camping Pilsensee",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.0291954,11.1991986
"2831922589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8249911,11.3408179
"2842322609",NA,NA,NA,NA,NA,NA,NA,"Camping Grafenlehen",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5946953,12.9863245
"2885080314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4650644,12.1908139
"2902508860",NA,NA,NA,NA,NA,NA,NA,"Camping auf dem Bauernhof",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8918485,12.7746317
"3310870961","Frauenau","DE","16a","94258","Zwieselau","yes","info@camping-bayrischerwald.de","Campingplatz Green Village","May 01-Oct 31","+49 9922 6475","yes","camp_site",NA,"yes","+49 9922 502056",NA,"yes","yes","www.camping-bayrischerwald.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,49.0084255,13.276067
"3361667310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5175082,10.4216808
"3431111122",NA,NA,NA,NA,NA,NA,NA,"Jugendzeltplatz",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KJR Straubing-Bogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9738676,12.6884246
"3490825976",NA,NA,NA,NA,NA,NA,NA,"Jugendzeltplatz",NA,NA,"yes","camp_site",NA,NA,NA,NA,NA,NA,"http://www.gruppenhaus.de/jugendzeltplatz-zittenfelden-morretal-schneeberg-hs4947.html",NA,NA,"yes",NA,NA,NA,"yes","Landkreis Miltenberg?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,49.5943935,9.2500342
"3528216051",NA,NA,NA,NA,NA,NA,NA,"Zeltplatz Regensburger Kanu-Club e.V.",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,"http://www.regensburger-kanuclub.de/Zeltplatz.html",NA,NA,NA,NA,NA,NA,NA,"Regensburger Kanu-Club e.V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0293998,12.0705239
"3580061502",NA,NA,NA,NA,NA,NA,NA,"Strandcamping Waging am See Rezeption",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9430479,12.7472713
"3596922235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1564006,12.1449335
"3655237137","Forchheim",NA,"8","91301","Zur Staustufe",NA,NA,"Jugendzeltplatz der Stadt Forchheim",NA,NA,NA,"camp_site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stadt Forchheim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7443785,11.0436292
"3697327952",NA,NA,NA,NA,NA,NA,NA,"Zeltplatz Autenhausen",NA,"+49 9567 980888",NA,"camp_site",NA,NA,NA,NA,NA,NA,"http://www.sesslach.de/index.php/schwimmbad-thermen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2402497,10.7942355
"3709902122","Haßfurt",NA,"8","97437","Am Hafen",NA,"info@naturfreunde-hassfurt.de","Camping Naturfreunde Haßfurt",NA,"0160 93872395",NA,"camp_site",NA,NA,NA,NA,NA,NA,"http://www.naturfreunde-hassfurt.de/index.php?id=24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",50.0262018,10.5162037
"3720537993",NA,NA,NA,NA,NA,NA,"kenterass@kabelmail.de","DJK Schweinfurt",NA,"09721/33082",NA,"camp_site",NA,NA,NA,NA,NA,NA,"http://djk-kanu.de/bootshaus.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nur DKV-Mitglieder",NA,NA,NA,NA,NA,NA,NA,NA,50.0456672,10.2466192
