"","unique_number","id_no","rev_bis","name_en","name_fr","short_description_en","short_description_fr","justification_en","justification_fr","date_inscribed","secondary_dates","danger_list","longitude","latitude","area_hectares","C1","C2","C3","C4","C5","C6","N7","N8","N9","N10","criteria_txt","category","category_short","states_name_en","states_name_fr","name_en.1","name_fr.1","iso_code","udnp_code","transboundary"
"552",800,676,NA,"Historic Centre of Zacatecas","Centre historique de Zacatecas","<p>Founded in 1546 after the discovery of a rich silver lode, Zacatecas reached the height of its prosperity in the 16th and 17th centuries. Built on the steep slopes of a narrow valley, the town has breathtaking views and there are many old buildings, both religious and civil. The cathedral, built between 1730 and 1760, dominates the centre of the town. It is notable for its harmonious design and the Baroque profusion of its fa&ccedil;ades, where European and indigenous decorative elements are found side by side.</p>","<p>Fond&eacute;e en 1546 peu apr&egrave;s la d&eacute;couverte d'un tr&egrave;s riche filon d'argent, Zacatecas a d&ucirc; &agrave; l'exploitation du m&eacute;tal pr&eacute;cieux un essor &eacute;conomique qui a connu son apog&eacute;e aux XVI<sup>e</sup> et XVII<sup>e</sup> si&egrave;cles. Construite sur des terrains tr&egrave;s pentus dans une vall&eacute;e &eacute;troite, son panorama est d'une beaut&eacute; saisissante. Elle conserve de tr&egrave;s nombreux b&acirc;timents anciens, religieux et civils. Sa cath&eacute;drale (1730-1760), qui domine le c&oelig;ur de la ville, est exceptionnelle par l'harmonie de sa conception et par la profusion baroque de ses fa&ccedil;ades o&ugrave; se c&ocirc;toient des &eacute;l&eacute;ments d&eacute;coratifs europ&eacute;ens et indig&egrave;nes.</p>",NA,NA,1993,NA,NA,-102.55556,22.76667,207.72,0,1,0,1,0,0,0,0,0,0,"(ii)(iv)","Cultural","C","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
"553",830,702,NA,"Earliest 16th-Century Monasteries on the Slopes of Popocatepetl","Premiers monastères du XVIe siècle sur les versants du Popocatepetl","<p>These 14 monasteries stand on the slopes of Popocatepetl, to the south-east of Mexico City. They are in an excellent state of conservation and are good examples of the architectural style adopted by the first missionaries &ndash; Franciscans, Dominicans and Augustinians &ndash; who converted the indigenous populations to Christianity in the early 16th century. They also represent an example of a new architectural concept in which open spaces are of renewed importance. The influence of this style is felt throughout the Mexican territory and even beyond its borders.</p>","<p>Il s&rsquo;agit d&rsquo;un groupe de quatorze monast&egrave;res r&eacute;partis sur les versants du Popocatepetl, au sud-est de Mexico. Parfaitement conserv&eacute;s, ils sont tr&egrave;s repr&eacute;sentatifs du mod&egrave;le architectural suivi par les premiers missionnaires &ndash; franciscains, dominicains et augustins &ndash; qui &eacute;vang&eacute;lis&egrave;rent les populations indig&egrave;nes au d&eacute;but du XVIe si&egrave;cle. Ils sont aussi un exemple d&rsquo;un nouveau concept architectonique dans lequel les espaces ouverts acqui&egrave;rent une nouvelle importance. Ce mod&egrave;le exer&ccedil;a son influence dans tout le territoire mexicain, et parfois m&ecirc;me au-del&agrave; de ses fronti&egrave;res.</p>",NA,NA,1994,NA,NA,-98.89778,18.93472,0,0,1,0,1,0,0,0,0,0,0,"(ii)(iv)","Cultural","C","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
"554",845,714,NA,"Rock Paintings of the Sierra de San Francisco","Peintures rupestres de la Sierra de San Francisco","<p>From c. 100 B.C. to A.D. 1300, the Sierra de San Francisco (in the El Vizcaino reserve, in Baja California) was home to a people who have now disappeared but who left one of the most outstanding collections of rock paintings in the world. They are remarkably well-preserved because of the dry climate and the inaccessibility of the site. Showing human figures and many animal species and illustrating the relationship between humans and their environment, the paintings reveal a highly sophisticated culture. Their composition and size, as well as the precision of the outlines and the variety of colours, but especially the number of sites, make this an impressive testimony to a unique artistic tradition.</p>","<p>Dans la r&eacute;serve d'El Vizca&iacute;no, en Basse-Californie, la Sierra de San Francisco a abrit&eacute;, depuis 100 av. J.-C. jusqu'&agrave; 1300 apr. J.-C., un peuple aujourd'hui disparu, qui a laiss&eacute; un des plus beaux et des plus importants ensembles de peintures rupestres du monde. Celles-ci, remarquablement conserv&eacute;es en raison du climat sec et des difficult&eacute;s d'acc&egrave;s, repr&eacute;sentent des &ecirc;tres humains et de nombreuses esp&egrave;ces animales. Elles refl&egrave;tent la relation entre l'homme et son environnement et constituent l'expression la plus raffin&eacute;e de la culture de ce peuple. La composition et la dimension des peintures, ainsi que la pr&eacute;cision des trac&eacute;s et la vari&eacute;t&eacute; des couleurs, mais surtout le nombre de sites, font de ce travail artistique un t&eacute;moin exceptionnel d'une tradition unique.</p>",NA,NA,1993,NA,NA,-112.91611,27.65556,182600,1,0,1,0,0,0,0,0,0,0,"(i)(iii)","Cultural","C","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
"555",935,791,NA,"Pre-Hispanic Town of Uxmal","Ville précolombienne d'Uxmal","<p>The Mayan town of Uxmal, in Yucat&aacute;n, was founded c. A.D. 700 and had some 25,000 inhabitants. The layout of the buildings, which date from between 700 and 1000, reveals a knowledge of astronomy. The Pyramid of the Soothsayer, as the Spaniards called it, dominates the ceremonial centre, which has well-designed buildings decorated with a profusion of symbolic motifs and sculptures depicting Chaac, the god of rain. The ceremonial sites of Uxmal, Kabah, Labna and Sayil are considered the high points of Mayan art and architecture.</p>","<p>La ville maya d'Uxmal, dans le Yucatan, a &eacute;t&eacute; fond&eacute;e vers l'an 700 et compta jusqu'&agrave; 25 000 habitants. Construits entre 700 et 1000, ses &eacute;difices sont dispos&eacute;s en fonction de donn&eacute;es astronomiques. La pyramide du Devin, ainsi nomm&eacute;e par les Espagnols, domine l'espace des c&eacute;r&eacute;monies compos&eacute; de b&acirc;timents d'une architecture soign&eacute;e, richement d&eacute;cor&eacute;s de motifs symboliques et orn&eacute;s de sculptures repr&eacute;sentant Chaac, le dieu de la Pluie. Les sites c&eacute;r&eacute;moniels d'Uxmal, Kab&aacute;h, Labn&aacute; et Sayil constituent l'apog&eacute;e de l'art et de l'architecture mayas.</p>","<p>The Committee decided to inscribe the nominated property on the basis of cultural criteria (i), (ii) and (iii) considering that the site is of outstanding universal value. The ruins of the ceremonial structures at Uxmal represent the pinnacle of late Mayan art and architecture in their design, layout and ornamentation, and the complex of Uxmal and its three related towns of Kab&aacute;h, Labn&aacute; and Sayil admirably demonstrate the social and economic structure of late Mayan society.</p>","<p>Le Comit&eacute; a d&eacute;cid&eacute; d'inscrire le bien propos&eacute; sur la Liste du patrimoine mondial sur la base des crit&egrave;res (i), (ii) et (iii), consid&eacute;rant que les ruines des structures c&eacute;r&eacute;monielles d'Uxmal repr&eacute;sentent l'apog&eacute;e de la fin de l'art et de l'architecture mayas de par leur conception, leur disposition et leur d&eacute;coration. De m&ecirc;me, le complexe d'Uxmal et de ses trois villes associ&eacute;es (Kab&aacute;h, Labn&aacute; et Sayil) constituent un remarquable exemple de la structure socio-&eacute;conomique de la soci&eacute;t&eacute; maya &agrave; la fin de son r&egrave;gne.</p>",1996,NA,NA,-89.77027778,20.36166667,0,1,1,1,0,0,0,0,0,0,0,"(i)(ii)(iii)","Cultural","C","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
"556",936,792,NA,"Historic Monuments Zone of Querétaro","Zone de monuments historiques de Querétaro","<p>The old colonial town of Quer&eacute;taro is unusual in having retained the geometric street plan of the Spanish conquerors side by side with the twisting alleys of the Indian quarters. The Otomi, the Tarasco, the Chichimeca and the Spanish lived together peacefully in the town, which is notable for the many ornate civil and religious Baroque monuments from its golden age in the 17th and 18th centuries.</p>","<p>Fondation coloniale espagnole, Quer&eacute;taro pr&eacute;sente la singularit&eacute; d'avoir conserv&eacute; d&egrave;s l'origine un quartier g&eacute;om&eacute;trique des conqu&eacute;rants jouxtant le quartier aux ruelles tortueuses des indig&egrave;nes. Otomis, Tarascos, Chichimecas et Espagnols cohabit&egrave;rent ainsi harmonieusement dans cette ville c&eacute;l&egrave;bre pour ses innombrables monuments baroques, civils et religieux, &agrave; la d&eacute;coration exub&eacute;rante, qui datent de son &acirc;ge d'or aux XVII<sup>e</sup> et XVIII<sup>e</sup> si&egrave;cles.</p>","<p>The Committee decided to inscribe the nominated property on the basis of cultural criteria (ii) and (iv) considering that the site is of outstanding universal value and an exceptional example of a colonial town whose layout symbolizes its multi- ethnic population. It is also endowed with a wealth of outstanding buildings, notably from the 17th and 18th centuries.</p>","<p>Le Comit&eacute; a d&eacute;cid&eacute; d'inscrire le bien propos&eacute; sur la Liste du patrimoine mondial sur la base des crit&egrave;res culturels (ii) et (iv), consid&eacute;rant que Quer&eacute;taro est un exemple exceptionnel de ville coloniale dont le trac&eacute; est le symbole de sa population pluri-ethnique. Elle est aussi dot&eacute;e de nombreux &eacute;difices exceptionnels notamment des 17&egrave;me et 18&egrave;me si&egrave;cles.</p>",1996,NA,NA,-100.3666667,20.58333333,0,0,1,0,1,0,0,0,0,0,0,"(ii)(iv)","Cultural","C","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
"557",963,815,NA,"Hospicio Cabañas, Guadalajara","Hospice Cabañas, Guadalajara","<p>The Hospicio Caba&ntilde;as was built at the beginning of the 19th century to provide care and shelter for the disadvantaged &ndash; orphans, old people, the handicapped and chronic invalids. This remarkable complex, which incorporates several unusual features designed specifically to meet the needs of its occupants, was unique for its time. It is also notable for the harmonious relationship between the open and built spaces, the simplicity of its design, and its size. In the early 20th century, the chapel was decorated with a superb series of murals, now considered some of the masterpieces of Mexican art. They are the work of Jos&eacute; Clemente Orozco, one of the greatest Mexican muralists of the period.</p>","<p>Con&ccedil;u comme institution de bienfaisance, l'Hospice Caba&ntilde;as fut construit au d&eacute;but du XlX<sup>e</sup> si&egrave;cle, pour aider les plus d&eacute;munis : orphelins, vieillards, handicap&eacute;s et invalides chroniques. Cet ensemble remarquable pr&eacute;sente plusieurs caract&eacute;ristiques originales, li&eacute;es &agrave; ses fonctions d'&oelig;uvre charitable. Son dessin s'&eacute;carte des mod&egrave;les suivis par les h&ocirc;pitaux et les hospices de l'&eacute;poque, ce qui le rend unique. L'harmonie atteinte entre les espaces ouverts et les espaces construits, la simplicit&eacute; de son dessin ainsi que ses dimensions font de lui un ensemble exceptionnel. Au d&eacute;but du XX<sup>e</sup> si&egrave;cle, sa chapelle a &eacute;t&eacute; d&eacute;cor&eacute;e d'un ensemble de superbes peintures, consid&eacute;r&eacute;es comme l'un des chefs-d'&oelig;uvre de la peinture murale mexicaine, faites par Jos&eacute; Clemente Orozco, l'un des grands muralistes mexicains de cette p&eacute;riode.</p>","<p>The Committee decided to inscribe this property on the basis of criteria (i), (ii), (iii) and (iv), considering that the Hospicio Caba&ntilde;as is a unique architectural complex, designed to respond to social and economic requirements for housing the sick, the aged, the young, and the needy, which provides an outstanding solution of great subtlety and humanity. It also houses one of the acknowledged masterpieces of mural art.</p>","<p>Le Comit&eacute; a d&eacute;cid&eacute; d'inscrire ce bien sur la base des crit&egrave;res (i), (ii), (iii) et (iv) consid&eacute;rant que l'hospice Caba&ntilde;as est un complexe architectural unique, con&ccedil;u pour r&eacute;pondre aux besoins socio-&eacute;conomiques de logement des malades, des personnes &acirc;g&eacute;es, des jeunes et des n&eacute;cessiteux, auxquels il apporte une solution exceptionnelle et infiniment subtile et humaine. Il abrite &eacute;galement l'un des chefs d'oeuvre reconnus de l'art mural.</p>",1997,NA,NA,-103.3397222,20.67388889,0,1,1,1,1,0,0,0,0,0,0,"(i)(ii)(iii)(iv)","Cultural","C","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
"558",1013,862,NA,"Historic Monuments Zone of Tlacotalpan","Zone de monuments historiques de Tlacotalpan","<p>Tlacotalpan, a Spanish colonial river port on the Gulf coast of Mexico, was founded in the mid-16th century. It has preserved its original urban fabric to a remarkable degree, with wide streets, colonnaded houses in a profusion of styles and colours, and many mature trees in the public open spaces and private gardens.</p>","<p>Tlacotalpan, port fluvial colonial espagnol situ&eacute; sur la c&ocirc;te du golfe du Mexique, fut fond&eacute;e au milieu du XVI<sup>e</sup> si&egrave;cle et son tissu urbain d'origine est particuli&egrave;rement bien conserv&eacute;. Tout son caract&egrave;re appara&icirc;t dans ses rues larges, aux maisons &agrave; colonnades b&acirc;ties dans une exub&eacute;rante diversit&eacute; de styles et de couleurs, aux nombreux arbres anciens ornant les espaces publics et les jardins priv&eacute;s.</p>","<p>Criterion ii: The urban layout and architecture of Tlacotalpan represent a fusion of Spanish and Caribbean traditions of exceptional importance and quality. Criterion iv: Tlacotalpan is a Spanish colonial river port on the Gulf coast of Mexico which has preserved its original urban fabric to an exceptional degree. Its outstanding character lies in its townscape of wide streets, modest houses in an exuberant variety of styles and colours, and many mature trees in public and private open spaces.</p>","<p>Crit&egrave;re ii : le tissu urbain et l'architecture de Tlacotalpan repr&eacute;sentent la fusion des traditions espagnoles et cara&iuml;bes d'une importance et qualit&eacute; exceptionnelle. Crit&egrave;re iv : Tlacotalpan est un port fluvial colonial espagnol situ&eacute; sur la c&ocirc;te du Golfe du Mexique et qui pr&eacute;sente un tissu urbain d&rsquo;origine particuli&egrave;rement bien conserv&eacute;. Son caract&egrave;re exceptionnel r&eacute;side dans son paysage urbain aux rues larges, aux demeures modestes mais exub&eacute;rantes de par leur diversit&eacute; de styles et de couleurs, et aux nombreux arbres anciens des espaces publics et priv&eacute;s.</p>",1998,NA,NA,-95.65833333,18.60833333,75,0,1,0,1,0,0,0,0,0,0,"(ii)(iv)","Cultural","C","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
"559",1046,895,NA,"Historic Fortified Town of Campeche","Ville historique fortifiée de Campeche","<p>Campeche is a typical example of a harbour town from the Spanish colonial period in the New World. The historic centre has kept its outer walls and system of fortifications, designed to defend this Caribbean port against attacks from the sea.</p>","<p>Le centre historique de Campeche est une ville portuaire de l'&eacute;poque coloniale espagnole dans le Nouveau Monde. Elle a gard&eacute; son mur d'enceinte et son syst&egrave;me de fortifications, mis en place pour prot&eacute;ger le port contre les attaques venant de la mer des Cara&iuml;bes.</p>","<p>Criterion (ii): The harbour town of Campeche is an urbanization model of a Baroque colonial town, with its checkerboard street plan; the defensive walls surrounding its historic centre reflect the influence of the military architecture in the Caribbean. Criterion (iv): The fortifications system of Campeche, an eminent example of the military architecture of the 17th and 18th centuries, is part of an overall defensive system set up by the Spanish to protect the ports on the Caribbean Sea from pirate attacks.</p>","<p>Crit&egrave;re ii : La cit&eacute; portuaire de Campeche est un mod&egrave;le d'urbanisme d'une ville baroque coloniale, avec son plan de voirie en damier ; les murailles qui entourent son centre historique traduisent l'influence de l'architecture militaire des Cara&iuml;bes. Crit&egrave;res iv : Le syst&egrave;me des fortifications de Campeche, exemple &eacute;minent de l'architecture militaire des XVIIe et XVIIIe si&egrave;cles, fait partie du syst&egrave;me d&eacute;fensif int&eacute;gral mis en place par les Espagnols pour prot&eacute;ger les ports donnant sur la Mer des Cara&iuml;bes contre les attaques de pirates.</p>",1999,NA,NA,-90.53722,19.84639,181,0,1,0,1,0,0,0,0,0,0,"(ii)(iv)","Cultural","C","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
"560",1094,939,NA,"Archaeological Monuments Zone of Xochicalco","Zone de monuments archéologiques de Xochicalco","<p>Xochicalco is an exceptionally well-preserved example of a fortified political, religious and commercial centre from the troubled period of 650&ndash;900 that followed the break-up of the great Mesoamerican states such as Teotihuacan, Monte Alb&aacute;n, Palenque and Tikal.</p>","<p>Xochicalco est un exemple particuli&egrave;rement bien pr&eacute;serv&eacute; d'un centre politique, religieux et commercial fortifi&eacute; de la p&eacute;riode trouble qui va de 650 &agrave; 900 et qui suit l'effondrement des grands &Eacute;tats m&eacute;so-am&eacute;ricains, tels Teotihuacan, Monte Alb&aacute;n, Palenque et Tikal.</p>","<p>Criterion (iii): Xochicalco is an exceptionally well preserved and complete example of a fortified settlement from the Epiclassic Period of Mesoamerica. Criterion (iv): The architecture and art of Xochicalco represent the fusion of cultural elements from different parts of Mesoamerica, at a period when the breakdown of earlier political structures resulted in intensive cultural regroup-ing.</p>","<p>Crit&egrave;re iii Xochicalco est l&rsquo;exemple exceptionnellement bien pr&eacute;serv&eacute; et complet d&rsquo;un centre fortifi&eacute; de la p&eacute;riode &eacute;piclassique m&eacute;soam&eacute;ricaine. Crit&egrave;re iv L&rsquo;architecture et l&rsquo;art de Xochicalco repr&eacute;sentent la fusion d&rsquo;&eacute;l&eacute;ments culturels issus de diff&eacute;rentes r&eacute;gions de M&eacute;soam&eacute;rique, &agrave; une &eacute;poque o&ugrave; l&rsquo;effondrement des structures politiques ant&eacute;rieures a engendr&eacute; un intense regroupement culturel.</p>",1999,NA,NA,-99.275,18.81028,707.65,0,0,1,1,0,0,0,0,0,0,"(iii)(iv)","Cultural","C","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
"561",1963,1061,"bis","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Ancienne cité maya et forêts tropicales protégées de Calakmul, Campeche","<p>The site is located in the central/southern portion of the Yucatán Peninsula, in southern Mexico and includes the remains of the important Maya city Calakmul, set deep in the tropical forest of the Tierras Bajas. The city played a key role in the history of this region for more than twelve centuries and is characterized by well-preserved structures providing a vivid picture of life in an ancient Maya capital. The property also falls within the Mesoamerica biodiversity hotspot, the third largest in the world, encompassing all subtropical and tropical ecosystems from central Mexico to the Panama Canal.</p>","<p>Ce bien est situé dans le secteur centre sud de la péninsule du Yucatan, dans le sud du Mexique, et comprend les vestiges de l’importante ville maya de Calakmul, située dans les profondeurs de la forêt tropicale des Tierras Bajas. La ville, qui a joué un rôle clé dans l’histoire de la région pendant plus de douze siècles, se caractérise par des structures admirablement conservées qui offrent une image parlante de la vie dans une ancienne capitale maya. Le bien est aussi le troisième haut lieu de biodiversité du monde par sa taille. Il recouvre tous les écosystèmes subtropicaux et tropicaux du Mexique central jusqu’au canal de Panama.</p>",NA,NA,2002,"2014",NA,-89.7372833333,18.0530277778,331397,1,1,1,1,0,1,0,0,1,1,"(i)(ii)(iii)(iv)(vi)(ix)(x)","Mixed","C/N","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
"562",1256,1079,NA,"Franciscan Missions in the Sierra Gorda of Querétaro","Missions franciscaines de la Sierra Gorda de Querétaro","<p>The five Franciscan missions of Sierra Gorda were built during the last phase of the conversion to Christianity of the interior of Mexico in the mid-18th century and became an important reference for the continuation of the evangelization of California, Arizona and Texas. The richly decorated church fa&ccedil;ades are of special interest as they represent an example of the joint creative efforts of the missionaries and the Indios. The rural settlements that grew around the missions have retained their vernacular character.</p>","<p>Les cinq missions franciscaines de la Sierra Gorda ont &eacute;t&eacute; &eacute;difi&eacute;es pendant la derni&egrave;re phase d&rsquo;&eacute;vang&eacute;lisation de l&rsquo;int&eacute;rieur des terres du Mexique (milieu du XVIII<sup>e</sup> &nbsp;si&egrave;cle), et sont devenues une r&eacute;f&eacute;rence pour la poursuite de l&rsquo;&eacute;vang&eacute;lisation de la Californie, de l&rsquo;Arizona et du Texas. La fa&ccedil;ade richement orn&eacute;e des &eacute;glises est d&rsquo;un int&eacute;r&ecirc;t tout particulier car elle repr&eacute;sente un exemple des efforts cr&eacute;atifs conjoints des missionnaires et des <em>Indios</em> . Les peuplements ruraux qui se sont d&eacute;velopp&eacute;s &agrave; proximit&eacute; des missions ont conserv&eacute; leur caract&egrave;re vernaculaire.</p>","<p>Criterion ii: The Sierra Gorda Missions exhibit an important interchange of values in the process of evangelisation of central and northern Mexico, and the western United States. Criterion iii: The five Sierra Gorda missions bear witness to the cultural encounter of the European missions with the nomadic populations of central Mexico, remaining a significant testimony to this second phase of evangelisation in North America.</p>","<p>Crit&egrave;re ii : Les missions de la Sierra Gorda t&eacute;moignent d&rsquo;un &eacute;change d&rsquo;influences consid&eacute;rable lors de l&rsquo;&eacute;vang&eacute;lisation du centre et du nord du Mexique et de l&rsquo;ouest des &Eacute;tats-Unis. Crit&egrave;re iii : Les cinq missions de la Sierra Gorda apportent un t&eacute;moignage sur la rencontre culturelle entre les missions europ&eacute;ennes et les populations nomades du centre du Mexique. Elles demeurent une illustration essentielle de cette deuxi&egrave;me phase d&rsquo;&eacute;vang&eacute;lisation en Am&eacute;rique du Nord.</p>",2003,NA,NA,-99.46411111,21.20438889,103.7,0,1,1,0,0,0,0,0,0,0,"(ii)(iii)","Cultural","C","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
"563",1316,1136,NA,"Luis Barragán House and Studio","Maison-atelier de Luis Barragán","<p>Built in 1948, the House and Studio of architect Luis Barrag&aacute;n in the suburbs of Mexico City represents an outstanding example of the architect&rsquo;s creative work in the post-Second World War period. The concrete building, totalling 1,161 m2, consists of a ground floor and two upper storeys, as well as a small private garden. Barrag&aacute;n&rsquo;s work integrated modern and traditional artistic and vernacular currents and elements into a new synthesis, which has been greatly influential, especially in the contemporary design of gardens, plazas and landscapes.</p>","<p>Construite en 1948, la maison-atelier de Luis Barrag&aacute;n dans la banlieue de Mexico constitue un exemple exceptionnel du travail cr&eacute;ateur de l&rsquo;architecte dans la p&eacute;riode qui suit la Seconde Guerre mondiale. Le b&acirc;timent de b&eacute;ton, d&rsquo;une superficie totale de 1 161 m2, comprend un rez-de-chauss&eacute;e et deux &eacute;tages ainsi qu&rsquo;un petit jardin privatif. L&rsquo;&oelig;uvre de Barrag&aacute;n associe des courants et &eacute;l&eacute;ments artistiques modernes et traditionnels en une nouvelle synth&egrave;se qui a exerc&eacute; une influence consid&eacute;rable, notamment sur la conception contemporaine des jardins, des places et des paysages.</p>","<p><em>Criterion (i):</em> The House and Studio of Luis Barrag&aacute;n represents a masterpiece of the new developments in the Modern Movement, integrating traditional, philosophical and artistic currents into a new synthesis.</p>
<p><em>Criterion (ii):</em> The work of Luis Barrag&aacute;n exhibits the integration of modern and traditional influences, which in turn have had an important impact especially on the design of garden and urban landscape design.</p>","<p><em>Crit&egrave;re (i) :</em> La maison-atelier de Luis Barrag&aacute;n est un chef-d&rsquo;oeuvre des nouveaux d&eacute;veloppements du mouvement moderne, int&eacute;grant les courants traditionnels, philosophiques et artistiques en une nouvelle synth&egrave;se.</p>
<p><em>Crit&egrave;re (ii) :</em> L&rsquo;oeuvre de Luis Barrag&aacute;n int&egrave;gre des influences modernes et traditionnelles, synth&egrave;se qui a eu &agrave; son tour un impact important, notamment sur la conception des jardins et des paysages urbains.</p>",2004,NA,NA,-99.19833333,19.41833333,0.1161,1,1,0,0,0,0,0,0,0,0,"(i)(ii)","Cultural","C","Mexico","Mexique","Latin America and the Caribbean","Amérique latine et Caraïbes","mx","mex",0
